Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
FORD,'Escape FFV','SUV - SMALL',2.5,4,AS6,E,15,10.8,13.1,22,218
AUDI,'TT Roadster quattro',TWO-SEATER,2,4,AM7,X,10.3,7.7,9.2,31,213
GMC,'YUKON XL FFV','SUV - STANDARD',5.3,8,A6,E,19.8,13.9,17.2,16,285
GENESIS,'G70 AWD',COMPACT,2,4,AS8,Z,11.5,8.7,10.3,27,241
MITSUBISHI,'RVR 4WD','SUV - SMALL',2.4,4,AV6,X,10.5,8.6,9.6,29,223
JAGUAR,'E-PACE P250','SUV - SMALL',2,4,AS9,Z,11,8.4,9.8,29,231
BMW,'740Li xDRIVE SEDAN',FULL-SIZE,3,6,AS8,Z,12.1,8.1,10.3,27,237
GMC,'Yukon XL 4WD FFV','SUV - STANDARD',5.3,8,A6,X,16.8,11.3,14.3,20,336
MERCEDES-BENZ,'SL 550',TWO-SEATER,4.7,8,AS7,Z,13.8,9.5,11.9,24,274
JEEP,COMPASS,'SUV - SMALL',2,4,AV,X,10.7,8.8,9.9,29,228
CHEVROLET,SONIC,COMPACT,1.4,4,M6,X,8.4,6.3,7.4,38,174
CHRYSLER,'200 FFV',MID-SIZE,2.4,4,A9,X,10.2,6.4,8.5,33,196
CHEVROLET,'CORVETTE Z06',TWO-SEATER,6.2,8,M7,Z,15.6,10.6,13.4,21,312
KIA,Soul,'STATION WAGON - SMALL',1.6,4,AS6,X,9,7.6,8.4,34,198
AUDI,'A7 quattro',MID-SIZE,3,6,AM7,Z,10.9,8.2,9.7,29,226
HYUNDAI,Palisade,'SUV - STANDARD',3.8,6,AS8,X,11.9,8.8,10.5,27,250
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,6.4,5.4,6,47,138
NISSAN,'TITAN 4WD','PICKUP TRUCK - STANDARD',5.6,8,A5,X,19.7,14.3,17.3,16,398
AUDI,'A3 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AM6,Z,10.1,7.5,8.9,32,205
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',2.7,4,A4,X,13.1,10.5,11.9,24,274
PORSCHE,'Panamera GTS ST',FULL-SIZE,4,8,AM8,Z,15.7,10.5,13.4,21,313
CHEVROLET,'TAHOE FFV','SUV - STANDARD',5.3,8,A6,E,19.8,13.9,17.2,16,285
PORSCHE,'911 GT3',TWO-SEATER,4,6,M6,Z,18,11.5,15.1,19,352
CHEVROLET,'SILVERADO FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,E,19.9,14,17.2,16,286
MITSUBISHI,'LANCER EVOLUTION',COMPACT,2,4,M5,Z,14,10.3,12.3,23,283
CHRYSLER,PACIFICA,MINIVAN,3.6,6,A9,X,12.9,8.4,10.9,26,257
MERCEDES-BENZ,'AMG GT S COUPE',TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,302
MERCEDES-BENZ,'C 350',COMPACT,3.5,6,AS7,Z,12,8.6,10.5,27,242
MINI,'COOPER PACEMAN',COMPACT,1.6,4,A6,Z,9.4,7.9,8.7,32,200
AUDI,R8,TWO-SEATER,5.2,10,A7,Z,18.2,10.6,14.8,19,347
MERCEDES-BENZ,'ML 550 4MATIC','SUV - STANDARD',4.7,8,AS7,Z,16.3,11.8,14.2,20,327
FORD,'FLEX AWD','SUV - STANDARD',3.5,6,AS6,X,14.7,10.7,12.9,22,303
CHRYSLER,'300 (MDS)',FULL-SIZE,5.7,8,A8,X,14.8,9.3,12.3,23,289
GMC,'YUKON XL FFV','SUV - STANDARD',5.3,8,A6,E,19.8,13.9,17.2,16,285
HONDA,Accord,FULL-SIZE,1.5,4,AV7,X,8.2,6.8,7.6,37,177
FORD,'FOCUS FFV',COMPACT,2,4,AM6,E,12.2,8.8,10.6,27,177
MINI,'COOPER PACEMAN',COMPACT,1.6,4,AS6,Z,9.4,7.9,8.7,32,200
HYUNDAI,'SANTA FE','SUV - SMALL',3.3,6,AS6,X,12.9,9.4,11.3,25,265
FORD,'F-150 FFV (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS6,X,16.8,11.8,14.5,19,340
CHEVROLET,COLORADO,'PICKUP TRUCK - SMALL',3.6,6,A8,X,13.4,9.6,11.7,24,274
CHEVROLET,'Tahoe 4WD','SUV - STANDARD',5.3,8,A6,X,16,11.2,13.8,20,325
PORSCHE,'911 CARRERA S',MINICOMPACT,3.8,6,AM7,Z,12.1,8.7,10.6,27,244
CADILLAC,ATS,COMPACT,2,4,M6,Z,12,8.1,10.3,27,240
MINI,'COOPER CLUBMAN',SUBCOMPACT,1.6,4,A6,Z,8.7,6.6,7.8,36,179
BMW,320i,COMPACT,2,4,AS8,Z,10,6.5,8.4,34,200
TOYOTA,Corolla,MID-SIZE,1.8,4,M6,X,8.5,6.6,7.6,37,178
AUDI,'A6 QUATTRO',MID-SIZE,3,6,AS8,Z,11.5,8.2,10,28,235
FORD,EcoSport,'SUV - SMALL',1,3,AS6,X,8.6,8.1,8.4,34,196
GMC,'TERRAIN AWD','SUV - SMALL',2.4,4,A6,X,11.5,8.2,10,28,235
PORSCHE,'911 CARRERA 4S',MINICOMPACT,3.8,6,AM7,Z,12.2,8.9,10.7,26,251
KIA,SOUL,'STATION WAGON - SMALL',2,4,A6,X,10.1,7.8,9.1,31,209
TOYOTA,'COROLLA LE ECO (1-mode)',MID-SIZE,1.8,4,AV,X,7.7,5.6,6.8,42,156
MINI,'COOPER S 5 DOOR',SUBCOMPACT,2,4,M6,Z,10.3,7.4,9,31,210
FORD,'F-150 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',2.7,6,AS10,X,12,9.4,10.8,26,253
JEEP,'RENEGADE FFV','SUV - SMALL',2.4,4,A9,E,14.2,9.9,12.2,23,201
CHEVROLET,'Silverado 4WD','PICKUP TRUCK - STANDARD',5.3,8,A6,X,15.9,11.8,14.1,20,331
FIAT,'500 CABRIO',MINICOMPACT,1.4,4,A6,X,8.7,7.1,8,35,186
NISSAN,Sentra,MID-SIZE,2,4,M6,X,9.4,6.4,8,35,188
SUBARU,'FORESTER AWD','SUV - SMALL',2.5,4,M6,X,10.9,8.3,9.7,29,228
BMW,'328i xDRIVE SEDAN',COMPACT,2,4,AS8,Z,10.6,7.2,9.1,31,209
BMW,'M6 CABRIOLET',SUBCOMPACT,4.4,8,M6,Z,16.1,10.9,13.7,21,321
AUDI,'TT ROADSTER QUATTRO',TWO-SEATER,2,4,AM6,X,10.1,7.8,9.1,31,209
KIA,FORTE,MID-SIZE,2,4,AS6,X,9.7,6.7,8.3,34,196
BMW,M3,COMPACT,3,6,M6,Z,13.5,9.3,11.6,24,273
VOLKSWAGEN,JETTA,COMPACT,2,4,M6,X,10.1,7.2,8.8,32,207
GMC,'YUKON XL 4WD','SUV - STANDARD',6.2,8,A8,Z,16.4,11.7,14.3,20,334
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,14.6,10.1,12.6,22,290
BMW,'228i COUPE',SUBCOMPACT,2,4,AS8,Z,10,6.5,8.4,34,193
MINI,'John Cooper Works Convertible',MINICOMPACT,2,4,AS8,Z,9.4,7.1,8.3,34,194
FORD,'Explorer FFV AWD','SUV - STANDARD',3.5,6,AS6,E,19.8,14.3,17.3,16,288
KIA,Rio,COMPACT,1.6,4,M6,X,8.3,6.4,7.5,38,175
BMW,'M3 SEDAN',COMPACT,3,6,M6,Z,13.7,9,11.6,24,267
CHRYSLER,'300 AWD',FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26,251
SUBARU,WRX,COMPACT,2,4,M6,Z,11.3,8.4,10,28,233
CHEVROLET,'Malibu Hybrid',MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121
CADILLAC,'CTS COUPE AWD',MID-SIZE,3.6,6,AS6,X,13.3,9,11.4,25,262
MERCEDES-BENZ,'Maybach S 650',FULL-SIZE,6,12,A7,Z,18.4,11.1,15.1,19,355
FORD,ESCAPE,'SUV - SMALL',2.5,4,AS6,X,10.9,7.6,9.5,30,218
MINI,'JOHN COOPER WORKS COUPE',TWO-SEATER,1.6,4,M6,Z,9.1,6.8,8.1,35,186
MAZDA,'CX-3 (SIL)',COMPACT,2,4,M6,X,8.8,7,8,35,186
JAGUAR,'F-TYPE COUPE',TWO-SEATER,3,6,AS8,Z,11.8,8.4,10.3,27,237
CHEVROLET,'Malibu Hybrid',MID-SIZE,1.8,4,AV,X,4.8,5.5,5.1,55,121
VOLKSWAGEN,'Arteon 4MOTION',FULL-SIZE,2,4,AS8,Z,12,8.6,10.4,27,244
TOYOTA,'HIGHLANDER HYBRID AWD','SUV - STANDARD',3.5,6,AV6,X,8.6,8.5,8.5,33,196
VOLKSWAGEN,Jetta,COMPACT,1.4,4,M6,X,7.9,5.9,7,40,163
MERCEDES-BENZ,'E 450 4MATIC Coupe',SUBCOMPACT,3,6,A9,Z,12.5,9.1,11,26,257
BMW,'M240i Cabriolet',SUBCOMPACT,3,6,AS8,Z,11.4,8.1,9.9,29,231
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',2.7,4,A4,X,12.2,9.9,11.2,25,258
AUDI,'Q3 QUATTRO',COMPACT,2,4,AS6,Z,11.9,8.4,10.3,27,241
MITSUBISHI,'LANCER SPORTBACK','STATION WAGON - SMALL',2,4,M5,X,9.8,7.1,8.6,33,198
LEXUS,'GS F',COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
MERCEDES-BENZ,'GLC 300 4MATIC','SUV - SMALL',2,4,A9,Z,11,8.7,10,28,234
AUDI,A4,COMPACT,2,4,AM7,Z,8.6,6.4,7.6,37,177
BMW,'M4 CABRIOLET',SUBCOMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.4,7.6,37,175
FORD,'F-150 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',2.7,6,AS10,X,12.4,9.4,11.1,25,260
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289
CADILLAC,'ATS AWD',COMPACT,3.6,6,AS6,X,12.8,8.9,11,26,253
CHEVROLET,'EXPRESS 1500 CARGO','VAN - CARGO',5.3,8,A4,X,18,13.4,15.9,18,366
FORD,'Escape AWD','SUV - SMALL',2,4,AS8,X,10.4,7.5,9.1,31,213
HYUNDAI,'SONATA HYBRID SE',MID-SIZE,2,4,AS6,X,6,5.3,5.7,50,137
CHEVROLET,'COLORADO 4WD','PICKUP TRUCK - SMALL',2.5,4,A6,X,12.7,9.6,11.3,25,265
SUBARU,'LEGACY AWD',MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28,235
SUBARU,'Ascent AWD','SUV - STANDARD',2.4,4,AV8,X,11.6,9,10.4,27,244
CHEVROLET,'EXPRESS 3500 PASSENGER','VAN - PASSENGER',6,8,A6,E,30.2,20.5,25.8,11,413
BMW,'M3 SEDAN',COMPACT,3,6,M6,Z,13.7,9,11.6,24,267
BMW,'Z4 sDRIVE35i',TWO-SEATER,3,6,AM7,Z,13.7,10.1,12.1,23,278
MAZDA,'CX-5 4WD (Cylinder Deactivation)','SUV - SMALL',2.5,4,AS6,X,9.8,7.9,9,31,208
CHEVROLET,SPARK,SUBCOMPACT,1.4,4,AV,X,7.6,5.7,6.7,42,157
GMC,'SAVANA 3500 PASSENGER','VAN - PASSENGER',4.8,8,A6,X,21.3,14.3,18.2,16,419
BMW,'M4 CABRIOLET',SUBCOMPACT,3,6,M6,Z,13.7,9.1,11.7,24,273
SUBARU,'Impreza 4-Door AWD',MID-SIZE,2,4,AV7,X,8.3,6.4,7.5,38,174
BMW,'328i xDRIVE TOURING','STATION WAGON - SMALL',2,4,AS8,Z,10.5,6.9,8.9,32,209
CADILLAC,'CT6 AWD',FULL-SIZE,3.6,6,AS10,X,12.9,8.7,11,26,259
GMC,'Yukon XL 4WD','SUV - STANDARD',6.2,8,A10,Z,17.1,11.3,14.5,19,340
MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,15.2,9.6,12.7,22,292
VOLVO,'XC90 T5 AWD','SUV - STANDARD',2,4,AS8,Z,11.3,8.5,10,28,233
KIA,'FORTE KOUP',COMPACT,2,4,AS6,X,9.6,7.3,8.6,33,203
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247
MERCEDES-BENZ,'GLE 550 4MATIC','SUV - STANDARD',4.7,8,A9,Z,15.2,11.4,13.5,21,317
MAZDA,'CX-3 4WD',COMPACT,2,4,AS6,X,8.8,7.5,8.2,34,192
PORSCHE,'911 Carrera 4 GTS',MINICOMPACT,3,6,AM7,Z,11.8,9.2,10.6,27,248
FORD,'TRANSIT CONNECT','SPECIAL PURPOSE VEHICLE',1.6,4,AS6,X,10.8,8,9.5,30,218
FORD,'Mustang (Performance Pkg)',SUBCOMPACT,2.3,4,AS10,X,11.8,8.4,10.3,27,242
BMW,'650i xDrive Gran Coupe',COMPACT,4.4,8,AS8,Z,14,9.6,12,24,282
CHEVROLET,'Traverse AWD','SUV - STANDARD',3.6,6,A9,X,13.7,9.5,11.8,24,277
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,1.8,4,AS6,X,9.8,7.3,8.7,32,200
SUBARU,'FORESTER AWD','SUV - SMALL',2.5,4,M6,X,10.9,8.3,9.7,29,228
BMW,'Z4 sDRIVE35is',TWO-SEATER,3,6,AM7,Z,13.7,10,12.1,23,278
PORSCHE,'911 CARRERA CABRIOLET',MINICOMPACT,3,6,M7,Z,12,8.2,10.3,27,241
GMC,'SIERRA 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8,A6,E,20.5,14.4,17.8,16,295
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',6.2,8,A8,Z,16,11.7,14.1,20,331
CADILLAC,ATS,COMPACT,2.5,4,AS6,X,11.1,7.2,9.3,30,214
FIAT,500L,'STATION WAGON - SMALL',1.4,4,A6,X,10.7,7.9,9.4,30,221
DODGE,'VIPER SRT',TWO-SEATER,8.4,10,M6,Z,19.2,11.3,15.6,18,364
CHEVROLET,CRUZE,MID-SIZE,1.8,4,M6,X,9.5,6.5,8.2,34,189
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6,AM7,Z,13.7,9.6,11.9,24,274
MINI,'JOHN COOPER WORKS',SUBCOMPACT,2,4,AS6,Z,9.3,7.3,8.4,34,197
HYUNDAI,ELANTRA,MID-SIZE,1.6,4,AM7,X,8.9,7,8.1,35,189
FIAT,500X,'SUV - SMALL',1.4,4,M6,X,9.5,7.1,8.4,34,197
MITSUBISHI,RVR,'SUV - SMALL',2,4,M5,X,10.3,8,9.3,30,214
MASERATI,'GranTurismo Convertible',SUBCOMPACT,4.7,8,AS6,Z,17.8,11.6,15,19,354
MINI,'JOHN COOPER WORKS PACEMAN ALL4',COMPACT,1.6,4,A6,Z,10,7.8,9,31,207
VOLKSWAGEN,'GOLF TDI (modified)',COMPACT,2,4,AM6,D,7.6,5.5,6.5,43,177
RAM,'1500 ECODIESEL','PICKUP TRUCK - STANDARD',3,6,A8,D,11.8,8.6,10.4,27,278
RAM,'1500 Classic FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,X,13.9,9.6,11.9,24,280
CADILLAC,'CTS-V COUPE',MID-SIZE,6.2,8,M6,Z,16.7,12.5,14.8,19,340
FORD,'EXPEDITION EL 4X4','SUV - STANDARD',3.5,6,AS6,X,16.4,12.1,14.4,20,338
SMART,'FORTWO COUPE',TWO-SEATER,1,3,AM5,Z,6.8,6.2,6.5,43,150
BUICK,'REGAL eASSIST',MID-SIZE,2.4,4,AS6,X,9.6,6.5,8.2,34,193
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8,A4,X,20.6,15.5,18.3,15,421
FORD,'F-150 RAPTOR 4WD','PICKUP TRUCK - STANDARD',3.5,6,AS10,X,15.6,13.2,14.5,19,339
PORSCHE,'911 CARRERA S',MINICOMPACT,3.8,6,AM7,Z,11.9,8.7,10.5,27,242
HYUNDAI,'SANTA FE','SUV - SMALL',3.3,6,AS6,X,12.9,9.4,11.3,25,265
DODGE,'CHALLENGER (MDS)',MID-SIZE,6.4,8,A8,Z,15.6,9.6,12.9,22,302
LEXUS,'LS 500',MID-SIZE,3.4,6,AS10,Z,12.2,7.8,10.2,28,240
HONDA,HR-V,'STATION WAGON - SMALL',1.8,4,M6,X,9.4,7.1,8.4,34,195
MINI,'COOPER COUNTRYMAN',MID-SIZE,1.5,3,AS6,Z,9.5,7.2,8.4,34,197
MINI,'COOPER S 5 DOOR',SUBCOMPACT,2,4,M6,Z,10,7,8.6,33,198
MERCEDES-BENZ,'G 63 AMG','SUV - STANDARD',5.5,8,AS7,Z,20,16.6,18.5,15,426
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',6.2,8,A8,Z,16.1,11.4,14,20,322
FORD,'Explorer Hybrid AWD','SUV - STANDARD',3.3,6,AS10,X,10.1,9,9.6,29,225
PORSCHE,CAYMAN,TWO-SEATER,2.7,6,M6,Z,11.5,7.9,9.9,29,232
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',3.5,6,AS6,X,12.6,10,11.4,25,268
BMW,'X4 xDRIVE35i','SUV - SMALL',3,6,AS8,Z,12.7,8.8,10.9,26,251
AUDI,Q5,'SUV - SMALL',2,4,AM7,Z,10.7,8.4,9.7,29,226
NISSAN,'370Z COUPE',TWO-SEATER,3.7,6,M6,Z,13.3,9.3,11.5,25,264
VOLVO,'XC60 T6 AWD','SUV - SMALL',2,4,AS8,Z,11.8,9.1,10.6,27,247
FORD,'Edge AWD','SUV - SMALL',2,4,AS8,X,11.4,8.3,10,28,233
FORD,'F-150 FFV (Payload Pkg)','PICKUP TRUCK - STANDARD',5,8,AS6,X,16.8,11.8,14.5,19,341
PORSCHE,'911 Carrera 4S Cabriolet',MINICOMPACT,3,6,AM7,Z,11,8.5,9.9,29,231
BMW,'X4 M40i','SUV - SMALL',3,6,AS8,Z,11.9,8.7,10.4,27,245
TOYOTA,'HIGHLANDER HYBRID AWD','SUV - STANDARD',3.5,6,AV6,X,8.6,8.5,8.5,33,196
PORSCHE,BOXSTER,TWO-SEATER,2,4,AM7,Z,10.5,8,9.4,30,219
DODGE,'JOURNEY AWD','SUV - SMALL',3.6,6,A6,X,14.5,10,12.4,23,292
PORSCHE,'PANAMERA 4',FULL-SIZE,3.6,6,AM7,Z,13.1,8.7,11.1,25,255
NISSAN,Micra,COMPACT,1.6,4,A4,X,9,6.8,8,35,188
JAGUAR,XJR,FULL-SIZE,5,8,AS8,Z,15.8,10.2,13.3,21,306
JAGUAR,'F-TYPE R AWD COUPE',TWO-SEATER,5,8,AS6,Z,15.7,10.4,13.3,21,311
JAGUAR,'XJ AWD',FULL-SIZE,3,6,AS8,Z,14.6,9.6,12.4,23,285
JAGUAR,'XKR-S CONVERTIBLE',MINICOMPACT,5,8,AS6,Z,15.9,10.9,13.6,21,313
FIAT,'124 SPIDER',TWO-SEATER,1.4,4,A6,X,9.3,6.5,8,35,187
AUDI,S8,MID-SIZE,4,8,AS8,Z,15.8,9.2,12.8,22,300
LAMBORGHINI,'AVENTADOR COUPE',TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,428
FORD,FUSION,MID-SIZE,2.5,4,A6,X,11.3,7.5,9.6,29,224
SUBARU,BRZ,MINICOMPACT,2,4,AS6,Z,9.6,7.1,8.5,33,196
SUBARU,'OUTBACK AWD','SUV - SMALL',3.6,6,AV6,X,12,8.6,10.5,27,242
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6,A8,E,20.5,14.5,17.8,16,285
LINCOLN,'MKT AWD','SUV - STANDARD',3.5,6,AS6,X,14.8,10.4,12.8,22,294
MERCEDES-BENZ,'S 560 4MATIC COUPE',COMPACT,4,8,A9,Z,13.6,8.8,11.4,25,269
PORSCHE,'BOXSTER GTS',TWO-SEATER,3.4,6,M6,Z,12.1,8.9,10.7,26,246
LAMBORGHINI,'AVENTADOR ROADSTER',TWO-SEATER,6.5,12,AM7,Z,23.6,14.1,19.3,15,452
FORD,'FIESTA SFE',SUBCOMPACT,1,3,M5,X,7.5,5.5,6.6,43,152
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',5,8,AS10,E,20,15.6,18,16,300
PORSCHE,'911 CARRERA 4 GTS',MINICOMPACT,3,6,M7,Z,12.8,8.9,11,26,257
JAGUAR,'XF S AWD',MID-SIZE,3,6,AS8,Z,12,8.4,10.4,27,243
BMW,'330i xDRIVE GRAN TURISMO',FULL-SIZE,2,4,AS8,Z,10.2,7.2,8.9,32,208
TOYOTA,'TACOMA 4WD','PICKUP TRUCK - SMALL',2.7,4,A4,X,13.1,10.5,11.9,24,274
PORSCHE,'CAYENNE S','SUV - STANDARD',4.8,8,A8,Z,15.5,10.7,13.2,21,310
VOLKSWAGEN,GOLF,COMPACT,1.8,4,M5,X,9.3,6.9,8.2,34,192
JAGUAR,'XJR  LWB',FULL-SIZE,5,8,AS8,Z,15.8,10.3,13.3,21,313
FORD,Fiesta,SUBCOMPACT,1.6,4,AM6,X,8.6,6.4,7.6,37,178
MERCEDES-BENZ,'CLS 400 4MATIC',COMPACT,3,6,AS7,Z,12.2,8.8,10.7,26,252
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2,4,AS8,Z,11.3,8,9.8,29,230
NISSAN,JUKE,'STATION WAGON - SMALL',1.6,4,M6,X,8.4,6.9,7.7,37,177
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I FFV','SUV - SMALL',2.4,4,A9,E,16.3,11.3,14,20,231
CHEVROLET,'EQUINOX FFV','SUV - SMALL',2.4,4,A6,X,10.5,7.3,9.1,31,209
HYUNDAI,'GENESIS AWD',FULL-SIZE,3.8,6,AS8,X,14.4,9.4,12.1,23,285
MINI,'Cooper 5 Door',SUBCOMPACT,1.5,3,M6,Z,8.4,6.3,7.5,38,175
'LAND ROVER','RANGE ROVER EVOQUE','SUV - SMALL',2,4,AS9,Z,11.3,7.9,9.7,29,223
CHRYSLER,'300 AWD FFV',FULL-SIZE,3.6,6,A8,E,17.6,12,15,19,248
AUDI,S8,MID-SIZE,4,8,AS8,Z,16.2,9.9,13.4,21,313
HONDA,'Accord Hybrid',FULL-SIZE,2,4,AV,X,5,5,5,56,117
MAZDA,CX-5,'SUV - SMALL',2.5,4,AS6,X,9.8,7.7,8.6,33,204
FORD,'F-150 FFV 4X4','PICKUP TRUCK - STANDARD',3.5,6,A6,E,18.9,14.2,16.8,17,269
NISSAN,'Titan 4WD Pro-4X','PICKUP TRUCK - STANDARD',5.6,8,AS9,Z,15.1,11.2,13.3,21,313
GMC,'Sierra 4WD AT4','PICKUP TRUCK - STANDARD',5.3,8,A8,X,15.1,11.4,13.4,21,314
NISSAN,'FRONTIER 4WD','PICKUP TRUCK - SMALL',4,6,A5,X,15.7,11.3,13.7,21,315
JEEP,CHEROKEE,'SUV - SMALL',3.2,6,A9,X,11.4,8.3,10,28,234
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6,A6,E,17.9,13.2,15.8,18,258
VOLKSWAGEN,CC,COMPACT,2,4,M6,Z,11.4,7.4,9.6,29,221
TOYOTA,'RAV4 LIMITED/SE AWD','SUV - SMALL',2.5,4,AS6,X,10.7,8.4,9.7,29,226
FORD,FUSION,MID-SIZE,2,4,AS6,X,10.5,7.1,9,31,207
BMW,'M235i CABRIOLET',SUBCOMPACT,3,6,AS8,Z,11.6,7.7,9.9,29,232
HONDA,ACCORD,FULL-SIZE,2,4,M6,X,10.7,7.3,9.2,31,214
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2,4,AS7,Z,10.1,7.8,9,31,207
FORD,Mustang,SUBCOMPACT,5,8,AS10,X,15,9.1,12.3,23,289
TOYOTA,'YARIS HATCHBACK',COMPACT,1.5,4,M5,X,7.8,6.5,7.2,39,168
BMW,'X6 xDRIVE50i','SUV - STANDARD',4.4,8,AS8,Z,15.6,11.3,13.7,21,320
MITSUBISHI,'MIRAGE G4',COMPACT,1.2,3,M5,X,7.2,5.9,6.6,43,155
PORSCHE,'911 CARRERA 4 CABRIOLET',MINICOMPACT,3,6,AM7,Z,11,8.4,9.8,29,230
CHEVROLET,'MALIBU LIMITED',MID-SIZE,2.5,4,AS6,X,10,7,8.6,33,202
DODGE,DART,MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33,202
NISSAN,MURANO,'STATION WAGON - MID-SIZE',3.5,6,AV7,X,11,8.3,9.8,29,230
INFINITI,'Q60S RED SPORT AWD',SUBCOMPACT,3,6,AS7,Z,12.5,9.2,11,26,259
DODGE,CHALLENGER,MID-SIZE,5.7,8,M6,X,15.6,10,13.1,22,307
PORSCHE,Macan,'SUV - SMALL',2,4,AM7,Z,12.2,10.2,11.3,25,264
VOLKSWAGEN,'GOLF R',COMPACT,2,4,M6,Z,11.1,8.1,9.8,29,227
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307
VOLKSWAGEN,BEETLE,COMPACT,1.8,4,M5,X,9.9,7.2,8.7,32,200
HONDA,HR-V,'SUV - SMALL',1.8,4,AV7,X,8.3,6.7,7.6,37,177
MERCEDES-BENZ,'MAYBACH S 600',FULL-SIZE,6,12,AS7,Z,18.2,11.7,15.3,18,359
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242
BMW,'440i xDRIVE GRAN COUPE',COMPACT,3,6,AS8,Z,11.4,7.8,9.8,29,228
BMW,'650i xDRIVE COUPE',COMPACT,4.4,8,AS8,Z,14.4,9.6,12.3,23,288
MINI,'Cooper S 5 Door',SUBCOMPACT,2,4,M6,Z,10.2,7.4,9,31,210
INFINITI,'QX60 HYBRID AWD','SUV - STANDARD',2.5,4,AV7,X,9.5,8.6,9.1,31,214
CHEVROLET,'EXPRESS 2500 PASSENGER','VAN - PASSENGER',6,8,A6,X,21.9,15,18.8,15,432
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37,175
MAZDA,'Mazda3 4-Door',COMPACT,2,4,AS6,X,8.4,6.6,7.6,37,178
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6,A6,X,13.2,9.7,11.6,24,272
MERCEDES-BENZ,'CLS 550 4MATIC',COMPACT,4.7,8,AS7,Z,13.3,9.4,11.5,25,264
ROLLS-ROYCE,'PHANTOM COUPE',COMPACT,6.7,12,AS8,Z,20.9,12.7,17.2,16,396
INFINITI,'Q60 AWD COUPE',SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265
MERCEDES-BENZ,'C 300 4MATIC',COMPACT,2,4,A9,Z,11,7.3,9.4,30,219
LEXUS,'GS F',COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293
TOYOTA,'RAV4 AWD','SUV - SMALL',2.5,4,AS8,X,9.2,7.1,8.3,34,190
FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.6,6.7,7.8,36,182
BMW,'M240i Cabriolet',SUBCOMPACT,3,6,AS8,Z,11.2,7.8,9.7,29,227
LAMBORGHINI,'Huracan Performante Spyder',TWO-SEATER,5.2,10,AM7,Z,17.9,13,15.7,18,370
VOLKSWAGEN,'JETTA HYBRID',COMPACT,1.4,4,AM7,Z,5.6,4.9,5.3,53,122
INFINITI,'Q50 AWD',MID-SIZE,3,6,AS7,Z,12.4,8.7,10.8,26,253
